,Unnamed: 0,Arquivo,Polaridade,OBJ/SUBJ,43,objetiva,FRASE
201,201,2_55322.txt,-1,subjetiva,,,comprei arrependi imagem canais cabo instalada entrada antena ruim aparecem pixel imagem parada boa modo filme movimento tortura assistir configuração imagem tipo modo filme fica number minutos retorna modo default desligo grava configurações arrependido aquisição amanha vou trocar
202,202,2_65213.txt,1,subjetiva,,,ótimo aparelho cumpriu prometeu ótimas imagens filmes programas deixa mão quer jogar joguinho ultima geração
203,203,7_25647.txt,0,objetiva,,,decidi comprar pois vizinhos produto informaram nada negativo camera
204,204,9_378470.txt,0,objetiva,,,jogando assistindo vídeos bateria consome rapidamente
205,205,27_10931.txt,0,objetiva,,,desde inicio abril tentando obter programa vários subterfúgios sendo usados liberar programa sac gradiente vem desde number abril number prometendo programa sincronização computador
206,206,5_27912.txt,0,objetiva,,,so falta escolher loja vou comprar aparelho
207,207,3_371908.txt,0,objetiva,,,versatilidade suportar number chips garantia number ano porém descascando number mês uso
208,208,0_213729.txt,0,objetiva,,,posso dar opinião sobre produto si pois ainda recebi
209,209,1_357211.txt,0,objetiva,,,shoptime anuncia televisor number number clicar comprar oferecido number number cliente entra contato sac dizem erro digitação
210,210,6_315739.txt,0,objetiva,,,opinião sobre produto pois chegou
211,211,9_224271.txt,0,objetiva,,,recebi aparelho televisão apos ligação funcionou number minutos aguardo number dias loja venha buscar aparelho troca ainda aconteceu
212,212,15_238241.txt,0,objetiva,,,posso opinar
213,213,25_66750.txt,0,objetiva,,,comprei televisão usar quarto fixada parede ocupará espaço pequeno
214,214,5_32654.txt,0,objetiva,,,quero produtos qualidade boa aparência bem moderno
215,215,0_169149.txt,0,objetiva,,,alguém interesse vendendo number number completinho ainda garantia interesse falar comigo mande email mim email matheuscarogio username
216,216,0_66435.txt,0,objetiva,,,encontro comprar aparelho clip suporte
217,217,minus_1_65006.txt,0,objetiva,,,procurando notebook comprar momento apenas pesquisando preços futuramente comprar
218,218,minus_4_24429.txt,0,objetiva,,,conheço suficiente dar parecer
219,219,0_192683.txt,0,objetiva,,,comprei micro inicio abril eletroshopping veio defeito micro ligou agora aguardando confirmação estorno enquanto avisaram nada
220,220,0_124616.txt,0,objetiva,,,preciso tempo
221,221,0_25698.txt,0,objetiva,,,quero saber preço celular lg gm210 todas qualidades
222,222,0_241653.txt,0,objetiva,,,fiquei apenas number dias aparelho devolvi
223,223,0_292586.txt,0,objetiva,,,fiquei sabendo muitas pessoas compraram aparelho todos dessa linha dão defeito alto falante
224,224,0_353388.txt,0,objetiva,,,produto então posso avaliar
225,225,0_406239.txt,0,objetiva,,,quebrou menos number meses uso
226,226,0_428388.txt,0,objetiva,,,acho havendo equívoco anúncio site bondfaro anunciando produto foto diferente site compra acho melhor verificarem aguardo retorno site bondfaro porque quero anunciado bondfaro igual foto
227,227,0_472686.txt,0,objetiva,,,bluetooth vibração
228,228,0_478682.txt,0,objetiva,,,celular pouco tempo uso todo descascado
229,229,1_152486.txt,0,objetiva,,,aparelho apresentou defeito encaminhando semana assistência detectar causa problema
230,230,1_418360.txt,0,objetiva,,,apesar android teclado qwerty produto memória ram rom baixas trava instalação aplicativos reinicia sozinho pouco tempo uso teclado apresenta problemas
231,231,1_430038.txt,0,objetiva,,,recebi modelo através agourado lg menos semana uso bateria começou descarregar normal passo number 2h somente carregado
232,232,2_185789.txt,0,objetiva,,,segundo pesquisei antes adquirir recordista reclamações dar defeito assistência técnica somente rio
